学校,政治,英语,数学,专业
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(867)计算机基础综合
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(867)计算机基础综合
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(867)计算机基础综合
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(867)计算机基础综合
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(867)计算机基础综合
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(867)计算机基础综合
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(867)计算机基础综合
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(867)计算机基础综合
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(852)嵌入式技术基础
北京大学,(101)思想政治理论,(201)英语一,(303)数学三,(907)经济学综合
北京大学,(101)思想政治理论,(201)英语一,(303)数学三,(907)经济学综合
北京大学,(101)思想政治理论,(201)英语一,(619)英汉互译,(890)计算机应用基础
中国人民大学,(101)思想政治理论,(204)英语二,(302)数学二,(856)软件工程基础综合
清华大学,(101)思想政治理论,(201)英语一,(301)数学一,(914)软件工程基础综合
清华大学,(101)思想政治理论,(201)英语一,(301)数学一,(912)计算机专业基础综合
北京交通大学,(101)思想政治理论,(204)英语二,(302)数学二,(901)软件工程
北京交通大学,(101)思想政治理论,(204)英语二,(302)数学二,(901)软件工程
北京交通大学,(101)思想政治理论,(204)英语二,(302)数学二,(901)软件工程
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(892)软件工程领域专业基础
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(892)软件工程领域专业基础
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(892)软件工程领域专业基础
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(892)软件工程领域专业基础
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(892)软件工程领域专业基础
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(892)软件工程领域专业基础
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(892)软件工程领域专业基础
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(892)软件工程领域专业基础
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(892)软件工程领域专业基础
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(892)软件工程领域专业基础
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(895)计算机学科专业基础
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(895)计算机学科专业基础
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(895)计算机学科专业基础
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(895)计算机学科专业基础
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(896)数据结构
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(896)数据结构
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(896)数据结构
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(896)数据结构
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(896)数据结构
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(896)数据结构
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(896)数据结构
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(896)数据结构
北京工业大学,(101)思想政治理论,(204)英语二,(302)数学二,(896)数据结构
北京航空航天大学,(101)思想政治理论,(204)英语二,(302)数学二,(991)数据结构与C语言程序设计
北京航空航天大学,(101)思想政治理论,(201)英语一,(301)数学一,(961)计算机基础综合
北京理工大学,(101)思想政治理论,(201)英语一,(302)数学二,(885)软件工程专业基础综合
北京理工大学,(101)思想政治理论,(204)英语二,(302)数学二,(889)数据结构
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(204)英语二,(302)数学二,(871)计算机综合一(含计算机组成原理、数据结构)
北京化工大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)数据结构
北京化工大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)数据结构
北京化工大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)数据结构
北京化工大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)数据结构
北京化工大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)数据结构
北京化工大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)数据结构
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(807)软件工程专业综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(807)软件工程专业综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(807)软件工程专业综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(807)软件工程专业综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(807)软件工程专业综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
中国农业大学,(101)思想政治理论,(204)英语二,(302)数学二,(809)地理信息系统
北京林业大学,(101)思想政治理论,(204)英语二,(302)数学二,(839)数据结构
北京林业大学,(101)思想政治理论,(204)英语二,(302)数学二,(839)数据结构
中国传媒大学,(101)思想政治理论,(202)俄语,(302)数学二,(827)程序设计
中国传媒大学,(101)思想政治理论,(202)俄语,(302)数学二,(827)程序设计
中国传媒大学,(101)思想政治理论,(202)俄语,(302)数学二,(827)程序设计
中国传媒大学,(101)思想政治理论,(202)俄语,(302)数学二,(827)程序设计
中国传媒大学,(101)思想政治理论,(202)俄语,(302)数学二,(827)程序设计
中央财经大学,(101)思想政治理论,(204)英语二,(302)数学二,(901)C语言程序设计
中央财经大学,(101)思想政治理论,(204)英语二,(302)数学二,(901)C语言程序设计
华北电力大学,(101)思想政治理论,(204)英语二,(302)数学二,(844)数据结构
华北电力大学,(101)思想政治理论,(204)英语二,(302)数学二,(844)数据结构
华北电力大学,(101)思想政治理论,(204)英语二,(302)数学二,(844)数据结构
华北电力大学,(101)思想政治理论,(204)英语二,(302)数学二,(844)数据结构
华北电力大学,(101)思想政治理论,(204)英语二,(302)数学二,(844)数据结构
华北电力大学,(101)思想政治理论,(204)英语二,(302)数学二,(844)数据结构
华北电力大学,(101)思想政治理论,(204)英语二,(302)数学二,(844)数据结构
华北电力大学,(101)思想政治理论,(204)英语二,(302)数学二,(844)数据结构
华北电力大学,(101)思想政治理论,(204)英语二,(302)数学二,(844)数据结构
华北电力大学,(101)思想政治理论,(204)英语二,(302)数学二,(844)数据结构
华北电力大学,(101)思想政治理论,(204)英语二,(302)数学二,(844)数据结构
华北电力大学,(101)思想政治理论,(204)英语二,(302)数学二,(844)数据结构
华北电力大学,(101)思想政治理论,(204)英语二,(302)数学二,(844)数据结构
中国矿业大学(北京),(101)思想政治理论,(204)英语二,(302)数学二,(854)数据结构
中国石油大学(北京),(101)思想政治理论,(204)英语二,(302)数学二,(955)数据结构（II）
中国石油大学(北京),(101)思想政治理论,(204)英语二,(302)数学二,(955)数据结构（II）
中国石油大学(北京),(101)思想政治理论,(204)英语二,(302)数学二,(955)数据结构（II）
中国石油大学(北京),(101)思想政治理论,(204)英语二,(302)数学二,(955)数据结构（II）
中国地质大学(北京),(101)思想政治理论,(204)英语二,(302)数学二,(859)软件工程
中国地质大学(北京),(101)思想政治理论,(204)英语二,(302)数学二,(859)软件工程
中国地质大学(北京),(101)思想政治理论,(204)英语二,(302)数学二,(859)软件工程
中国地质大学(北京),(101)思想政治理论,(204)英语二,(302)数学二,(859)软件工程
中国地质大学(北京),(101)思想政治理论,(204)英语二,(302)数学二,(858)计算机基础
中国地质大学(北京),(101)思想政治理论,(204)英语二,(302)数学二,(858)计算机基础
中国地质大学(北京),(101)思想政治理论,(204)英语二,(302)数学二,(858)计算机基础
中国地质大学(北京),(101)思想政治理论,(204)英语二,(302)数学二,(858)计算机基础
中国地质大学(北京),(101)思想政治理论,(204)英语二,(302)数学二,(858)计算机基础
中国地质大学(北京),(101)思想政治理论,(204)英语二,(302)数学二,(858)计算机基础
南开大学,(101)思想政治理论,(204)英语二,(302)数学二,(815)C语言与数据结构
南开大学,(101)思想政治理论,(204)英语二,(302)数学二,(815)C语言与数据结构
南开大学,(101)思想政治理论,(204)英语二,(302)数学二,(815)C语言与数据结构
南开大学,(101)思想政治理论,(204)英语二,(302)数学二,(813)程序设计与数据结构
南开大学,(101)思想政治理论,(204)英语二,(302)数学二,(813)程序设计与数据结构
南开大学,(101)思想政治理论,(204)英语二,(302)数学二,(813)程序设计与数据结构
南开大学,(101)思想政治理论,(204)英语二,(302)数学二,(813)程序设计与数据结构
南开大学,(101)思想政治理论,(204)英语二,(302)数学二,(813)程序设计与数据结构
南开大学,(101)思想政治理论,(204)英语二,(302)数学二,(813)程序设计与数据结构
南开大学,(101)思想政治理论,(204)英语二,(302)数学二,(813)程序设计与数据结构
南开大学,(101)思想政治理论,(204)英语二,(302)数学二,(813)程序设计与数据结构
南开大学,(101)思想政治理论,(204)英语二,(302)数学二,(813)程序设计与数据结构
南开大学,(101)思想政治理论,(204)英语二,(302)数学二,(813)程序设计与数据结构
天津大学,(101)思想政治理论,(204)英语二,(302)数学二,(902)软件工程
天津大学,(101)思想政治理论,(204)英语二,(302)数学二,(902)软件工程
天津大学,(101)思想政治理论,(204)英语二,(302)数学二,(901)数据结构与程序设计
天津大学,(101)思想政治理论,(204)英语二,(302)数学二,(901)数据结构与程序设计
华北电力大学(保定),(101)思想政治理论,(204)英语二,(302)数学二,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(204)英语二,(302)数学二,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(204)英语二,(302)数学二,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(204)英语二,(302)数学二,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(204)英语二,(302)数学二,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(204)英语二,(302)数学二,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(204)英语二,(302)数学二,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(204)英语二,(302)数学二,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(204)英语二,(302)数学二,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(204)英语二,(302)数学二,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(204)英语二,(302)数学二,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(204)英语二,(302)数学二,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(204)英语二,(302)数学二,(821)数据结构与操作系统
河北工业大学,(101)思想政治理论,(204)英语二,(301)数学一,(981)计算机专业基础综合
河北工业大学,(101)思想政治理论,(204)英语二,(301)数学一,(981)计算机专业基础综合
河北工业大学,(101)思想政治理论,(204)英语二,(301)数学一,(981)计算机专业基础综合
河北工业大学,(101)思想政治理论,(204)英语二,(301)数学一,(981)计算机专业基础综合
河北工业大学,(101)思想政治理论,(204)英语二,(301)数学一,(981)计算机专业基础综合
河北工业大学,(101)思想政治理论,(204)英语二,(301)数学一,(981)计算机专业基础综合
河北工业大学,(101)思想政治理论,(204)英语二,(301)数学一,(981)计算机专业基础综合
河北工业大学,(101)思想政治理论,(204)英语二,(301)数学一,(981)计算机专业基础综合
太原理工大学,(101)思想政治理论,(204)英语二,(302)数学二,(834)数据结构和操作系统
太原理工大学,(101)思想政治理论,(204)英语二,(302)数学二,(834)数据结构和操作系统
太原理工大学,(101)思想政治理论,(204)英语二,(302)数学二,(834)数据结构和操作系统
太原理工大学,(101)思想政治理论,(204)英语二,(302)数学二,(833)数据结构和计算机组成原理
内蒙古大学,(101)思想政治理论,(204)英语二,(302)数学二,(892)程序设计与数据结构(自命题)
内蒙古大学,(101)思想政治理论,(204)英语二,(302)数学二,(892)程序设计与数据结构(自命题)
内蒙古大学,(101)思想政治理论,(204)英语二,(302)数学二,(892)程序设计与数据结构(自命题)
辽宁大学,(101)思想政治理论,(202)俄语,(302)数学二,(854)计算机专业基础
大连理工大学,(101)思想政治理论,(204)英语二,(302)数学二,(887)数据结构与软件工程
大连理工大学,(101)思想政治理论,(204)英语二,(302)数学二,(887)数据结构与软件工程
大连理工大学,(101)思想政治理论,(204)英语二,(302)数学二,(887)数据结构与软件工程
大连理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(810)数据结构和计算机组成原理
大连理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(810)数据结构和计算机组成原理
大连理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(810)数据结构和计算机组成原理
大连理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(810)数据结构和计算机组成原理
大连理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(810)数据结构和计算机组成原理
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(858)C语言程序设计与数据结构
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(858)C语言程序设计与数据结构
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(858)C语言程序设计与数据结构
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(858)C语言程序设计与数据结构
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(858)C语言程序设计与数据结构
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(858)C语言程序设计与数据结构
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)计算机专业基础
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)计算机专业基础
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)计算机专业基础
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)计算机专业基础
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)计算机专业基础
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)计算机专业基础
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)计算机专业基础
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)计算机专业基础
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)计算机专业基础
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)计算机专业基础
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)计算机专业基础
东北大学,(101)思想政治理论,(204)英语二,(302)数学二,(842)计算机专业基础
东北大学,(111)单独考试思想政治理论,(245)单独考试英语,(611)单独考试数学,(842)计算机专业基础
大连海事大学,(101)思想政治理论,(203)日语,(302)数学二,(907)数据结构
大连海事大学,(101)思想政治理论,(203)日语,(302)数学二,(907)数据结构
大连海事大学,(101)思想政治理论,(203)日语,(302)数学二,(907)数据结构
大连海事大学,(101)思想政治理论,(203)日语,(302)数学二,(907)数据结构
大连海事大学,(101)思想政治理论,(203)日语,(302)数学二,(907)数据结构
大连海事大学,(101)思想政治理论,(203)日语,(302)数学二,(907)数据结构
大连海事大学,(101)思想政治理论,(203)日语,(302)数学二,(907)数据结构
吉林大学,(101)思想政治理论,(201)英语一,(302)数学二,(967)综合（高级语言程序设计、数据结构）
吉林大学,(101)思想政治理论,(201)英语一,(302)数学二,(966)综合（数据结构、高级语言程序设计（C、C++
吉林大学,(101)思想政治理论,(201)英语一,(302)数学二,(966)综合（数据结构、高级语言程序设计（C、C++
延边大学,(101)思想政治理论,(203)日语,(302)数学二,(853)数据结构与C程序设计
延边大学,(101)思想政治理论,(203)日语,(302)数学二,(853)数据结构与C程序设计
延边大学,(101)思想政治理论,(203)日语,(302)数学二,(853)数据结构与C程序设计
延边大学,(101)思想政治理论,(203)日语,(302)数学二,(854)模拟电路与数字电路
延边大学,(101)思想政治理论,(203)日语,(302)数学二,(854)模拟电路与数字电路
东北师范大学,(101)思想政治理论,(204)英语二,(302)数学二,(856)算法与程序设计
东北师范大学,(101)思想政治理论,(204)英语二,(302)数学二,(826)计算机专业基础
哈尔滨工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(834)软件工程基础
哈尔滨工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(854)计算机基础
哈尔滨工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(854)计算机基础
哈尔滨工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(854)计算机基础
哈尔滨工程大学,(101)思想政治理论,(201)英语一,(301)数学一,(820)软件工程专业基础综合
哈尔滨工程大学,(101)思想政治理论,(201)英语一,(301)数学一,(820)软件工程专业基础综合
哈尔滨工程大学,(101)思想政治理论,(201)英语一,(301)数学一,(820)软件工程专业基础综合
哈尔滨工程大学,(101)思想政治理论,(201)英语一,(301)数学一,(820)软件工程专业基础综合
哈尔滨工程大学,(101)思想政治理论,(201)英语一,(301)数学一,(820)软件工程专业基础综合
哈尔滨工程大学,(101)思想政治理论,(201)英语一,(301)数学一,(819)计算机专业基础综合
哈尔滨工程大学,(101)思想政治理论,(201)英语一,(301)数学一,(819)计算机专业基础综合
哈尔滨工程大学,(101)思想政治理论,(201)英语一,(301)数学一,(819)计算机专业基础综合
哈尔滨工程大学,(101)思想政治理论,(201)英语一,(301)数学一,(819)计算机专业基础综合
哈尔滨工程大学,(101)思想政治理论,(201)英语一,(301)数学一,(819)计算机专业基础综合
哈尔滨工程大学,(111)单独考试思想政治理论,(244)单独考试英语,(620)单独考试数学,(819)计算机专业基础综合
东北林业大学,(101)思想政治理论,(204)英语二,(302)数学二,(836)数据结构与高级语言程序设计(自命题)
东北林业大学,(101)思想政治理论,(204)英语二,(302)数学二,(836)数据结构与高级语言程序设计(自命题)
东北林业大学,(101)思想政治理论,(204)英语二,(302)数学二,(836)数据结构与高级语言程序设计(自命题)
东北林业大学,(101)思想政治理论,(204)英语二,(302)数学二,(919)计算机应用技术(自命题)
东北林业大学,(101)思想政治理论,(204)英语二,(302)数学二,(919)计算机应用技术(自命题)
东北林业大学,(101)思想政治理论,(204)英语二,(302)数学二,(919)计算机应用技术(自命题)
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(960)计算机专业知识
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(960)计算机专业知识
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(960)计算机专业知识
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(960)计算机专业知识
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(960)计算机专业知识
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(960)计算机专业知识
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(960)计算机专业知识
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(960)计算机专业知识
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(960)计算机专业知识
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(960)计算机专业知识
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(960)计算机专业知识
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(960)计算机专业知识
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(960)计算机专业知识
复旦大学,(101)思想政治理论,(204)英语二,(302)数学二,(960)计算机专业知识
同济大学,(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
同济大学,(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
同济大学,(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
同济大学,(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
上海交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(825)软件学科基础
上海交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
上海交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
华东理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(815)计算机专业基础综合
华东理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(815)计算机专业基础综合
华东理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(815)计算机专业基础综合
华东理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(815)计算机专业基础综合
华东理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(815)计算机专业基础综合
东华大学,(101)思想政治理论,(204)英语二,(302)数学二,(854)计算机及软件工程专业基础综合
东华大学,(101)思想政治理论,(204)英语二,(302)数学二,(854)计算机及软件工程专业基础综合
