大学,考试方式,学院,专业,研究方向,网址
国防科技大学,统考,(002)计算机学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=9100221002085212001""target=""_blank"">查看</a>"
国防科技大学,统考,(002)计算机学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=9100221002085211001""target=""_blank"">查看</a>"
国防科技大学,统考,(010)电子对抗学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=9100221010085211001""target=""_blank"">查看</a>"
中山大学,统考,(670)数据科学与计算机学院,(085212)(专业学位)软件工程,(01)软件工程,"<ahref=""/zsml/kskm.jsp?id=1055821670085212011""target=""_blank"">查看</a>"
中山大学,统考,(670)数据科学与计算机学院,(085211)(专业学位)计算机技术,(01)计算机技术,"<ahref=""/zsml/kskm.jsp?id=1055821670085211011""target=""_blank"">查看</a>"
暨南大学,统考,(010)信息科学技术学院,(085211)(专业学位)计算机技术,(01)计算机系统结构,"<ahref=""/zsml/kskm.jsp?id=1055921010085211011""target=""_blank"">查看</a>"
暨南大学,统考,(010)信息科学技术学院,(085211)(专业学位)计算机技术,(02)密码学,"<ahref=""/zsml/kskm.jsp?id=1055921010085211021""target=""_blank"">查看</a>"
暨南大学,统考,(010)信息科学技术学院,(085211)(专业学位)计算机技术,(03)数据库技术及应用,"<ahref=""/zsml/kskm.jsp?id=1055921010085211031""target=""_blank"">查看</a>"
暨南大学,统考,(010)信息科学技术学院,(085211)(专业学位)计算机技术,(04)图像处理技术及应用,"<ahref=""/zsml/kskm.jsp?id=1055921010085211041""target=""_blank"">查看</a>"
暨南大学,统考,(010)信息科学技术学院,(085211)(专业学位)计算机技术,(05)计算机软件工程,"<ahref=""/zsml/kskm.jsp?id=1055921010085211051""target=""_blank"">查看</a>"
暨南大学,单考,(010)信息科学技术学院,(085211)(专业学位)计算机技术,(01)不分方向,"<ahref=""/zsml/kskm.jsp?id=1055923010085211011""target=""_blank"">查看</a>"
华南理工大学,统考,(202)软件学院,(085212)(专业学位)软件工程,(01)软件工程理论与方法,"<ahref=""/zsml/kskm.jsp?id=1056121202085212011""target=""_blank"">查看</a>"
华南理工大学,统考,(202)软件学院,(085212)(专业学位)软件工程,(02)软件工程技术,"<ahref=""/zsml/kskm.jsp?id=1056121202085212021""target=""_blank"">查看</a>"
华南理工大学,统考,(202)软件学院,(085212)(专业学位)软件工程,(03)软件服务工程,"<ahref=""/zsml/kskm.jsp?id=1056121202085212031""target=""_blank"">查看</a>"
华南理工大学,统考,(202)软件学院,(085212)(专业学位)软件工程,(04)领域软件工程,"<ahref=""/zsml/kskm.jsp?id=1056121202085212041""target=""_blank"">查看</a>"
华南理工大学,统考,(201)计算机科学与工程学院,(085211)(专业学位)计算机技术,(01)计算智能与模式识别,"<ahref=""/zsml/kskm.jsp?id=1056121201085211011""target=""_blank"">查看</a>"
华南理工大学,统考,(201)计算机科学与工程学院,(085211)(专业学位)计算机技术,(02)多媒体技术,"<ahref=""/zsml/kskm.jsp?id=1056121201085211021""target=""_blank"">查看</a>"
华南理工大学,统考,(201)计算机科学与工程学院,(085211)(专业学位)计算机技术,(03)系统结构与高性能计算,"<ahref=""/zsml/kskm.jsp?id=1056121201085211031""target=""_blank"">查看</a>"
华南理工大学,统考,(201)计算机科学与工程学院,(085211)(专业学位)计算机技术,(04)智能软件与机器人,"<ahref=""/zsml/kskm.jsp?id=1056121201085211041""target=""_blank"">查看</a>"
华南师范大学,统考,(019)计算机学院,(085212)(专业学位)软件工程,(01)云计算与信息服务软件技术,"<ahref=""/zsml/kskm.jsp?id=1057421019085212011""target=""_blank"">查看</a>"
华南师范大学,统考,(019)计算机学院,(085212)(专业学位)软件工程,(02)协同软件与社会计算,"<ahref=""/zsml/kskm.jsp?id=1057421019085212021""target=""_blank"">查看</a>"
华南师范大学,统考,(019)计算机学院,(085212)(专业学位)软件工程,(03)人工智能与智能软件技术,"<ahref=""/zsml/kskm.jsp?id=1057421019085212031""target=""_blank"">查看</a>"
华南师范大学,统考,(019)计算机学院,(085212)(专业学位)软件工程,(04)移动互联网技术及应用软件,"<ahref=""/zsml/kskm.jsp?id=1057421019085212041""target=""_blank"">查看</a>"
华南师范大学,统考,(019)计算机学院,(085212)(专业学位)软件工程,(05)数据挖掘与信息检索,"<ahref=""/zsml/kskm.jsp?id=1057421019085212051""target=""_blank"">查看</a>"
华南师范大学,统考,(019)计算机学院,(085212)(专业学位)软件工程,(06)图像处理技术,"<ahref=""/zsml/kskm.jsp?id=1057421019085212061""target=""_blank"">查看</a>"
华南师范大学,统考,(019)计算机学院,(085212)(专业学位)软件工程,(07)嵌入式软件,"<ahref=""/zsml/kskm.jsp?id=1057421019085212071""target=""_blank"">查看</a>"
华南师范大学,统考,(028)软件学院,(085212)(专业学位)软件工程,(01)人工智能软件与大数据技术,"<ahref=""/zsml/kskm.jsp?id=1057421028085212011""target=""_blank"">查看</a>"
华南师范大学,统考,(028)软件学院,(085212)(专业学位)软件工程,(02)智能软件设计与高级开发技术,"<ahref=""/zsml/kskm.jsp?id=1057421028085212021""target=""_blank"">查看</a>"
华南师范大学,统考,(028)软件学院,(085212)(专业学位)软件工程,(03)数据库与软件工程技术,"<ahref=""/zsml/kskm.jsp?id=1057421028085212031""target=""_blank"">查看</a>"
华南师范大学,统考,(028)软件学院,(085212)(专业学位)软件工程,(04)自然语言处理,"<ahref=""/zsml/kskm.jsp?id=1057421028085212041""target=""_blank"">查看</a>"
华南师范大学,统考,(028)软件学院,(085212)(专业学位)软件工程,(05)机器学习与软件数据挖掘,"<ahref=""/zsml/kskm.jsp?id=1057421028085212051""target=""_blank"">查看</a>"
华南师范大学,统考,(028)软件学院,(085212)(专业学位)软件工程,(06)物联网与嵌入式软件技术,"<ahref=""/zsml/kskm.jsp?id=1057421028085212061""target=""_blank"">查看</a>"
广西大学,统考,(013)计算机与电子信息学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1059321013085211001""target=""_blank"">查看</a>"
海南大学,统考,(016)信息科学技术学院,(085212)(专业学位)软件工程,(01)软件工程技术,"<ahref=""/zsml/kskm.jsp?id=1058921016085212011""target=""_blank"">查看</a>"
海南大学,统考,(016)信息科学技术学院,(085212)(专业学位)软件工程,(02)软件工程管理,"<ahref=""/zsml/kskm.jsp?id=1058921016085212021""target=""_blank"">查看</a>"
海南大学,统考,(016)信息科学技术学院,(085212)(专业学位)软件工程,(03)软件服务工程,"<ahref=""/zsml/kskm.jsp?id=1058921016085212031""target=""_blank"">查看</a>"
海南大学,统考,(016)信息科学技术学院,(085212)(专业学位)软件工程,(04)信息系统安全,"<ahref=""/zsml/kskm.jsp?id=1058921016085212041""target=""_blank"">查看</a>"
重庆大学,统考,(024)大数据与软件学院,(085212)(专业学位)软件工程,(01)服务计算与软件服务工程,"<ahref=""/zsml/kskm.jsp?id=1061121024085212011""target=""_blank"">查看</a>"
重庆大学,统考,(024)大数据与软件学院,(085212)(专业学位)软件工程,(02)软件项目管理,"<ahref=""/zsml/kskm.jsp?id=1061121024085212021""target=""_blank"">查看</a>"
重庆大学,统考,(024)大数据与软件学院,(085212)(专业学位)软件工程,(03)嵌入式系统及软件,"<ahref=""/zsml/kskm.jsp?id=1061121024085212031""target=""_blank"">查看</a>"
重庆大学,统考,(024)大数据与软件学院,(085212)(专业学位)软件工程,(04)智能穿戴与人机交互,"<ahref=""/zsml/kskm.jsp?id=1061121024085212041""target=""_blank"">查看</a>"
重庆大学,统考,(024)大数据与软件学院,(085212)(专业学位)软件工程,(05)云计算技术及应用,"<ahref=""/zsml/kskm.jsp?id=1061121024085212051""target=""_blank"">查看</a>"
重庆大学,统考,(024)大数据与软件学院,(085212)(专业学位)软件工程,(06)大数据技术及应用,"<ahref=""/zsml/kskm.jsp?id=1061121024085212061""target=""_blank"">查看</a>"
重庆大学,统考,(024)大数据与软件学院,(085212)(专业学位)软件工程,(07)健康医疗大数据与智慧医疗,"<ahref=""/zsml/kskm.jsp?id=1061121024085212071""target=""_blank"">查看</a>"
重庆大学,统考,(024)大数据与软件学院,(085212)(专业学位)软件工程,(08)人工智能与机器学习,"<ahref=""/zsml/kskm.jsp?id=1061121024085212081""target=""_blank"">查看</a>"
重庆大学,统考,(024)大数据与软件学院,(085212)(专业学位)软件工程,(09)网络空间安全技术及应用,"<ahref=""/zsml/kskm.jsp?id=1061121024085212091""target=""_blank"">查看</a>"
重庆大学,统考,(024)大数据与软件学院,(085212)(专业学位)软件工程,(10)大数据安全与隐私保护,"<ahref=""/zsml/kskm.jsp?id=1061121024085212101""target=""_blank"">查看</a>"
重庆大学,统考,(024)大数据与软件学院,(085212)(专业学位)软件工程,(11)计算机视觉,"<ahref=""/zsml/kskm.jsp?id=1061121024085212111""target=""_blank"">查看</a>"
重庆大学,统考,(024)大数据与软件学院,(085212)(专业学位)软件工程,(12)移动互联网技术及应用,"<ahref=""/zsml/kskm.jsp?id=1061121024085212121""target=""_blank"">查看</a>"
重庆大学,统考,(014)计算机学院,(085211)(专业学位)计算机技术,(01)计算机技术,"<ahref=""/zsml/kskm.jsp?id=1061121014085211011""target=""_blank"">查看</a>"
西南大学,统考,(321)计算机与信息科学学院·软件学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1063521321085212001""target=""_blank"">查看</a>"
西南大学,统考,(702)西南大学广东顺德“智能产业工程师计划”联合培养项目,(085212)(专业学位)软件工程,(01)嵌入式系统工程师,"<ahref=""/zsml/kskm.jsp?id=1063521702085212011""target=""_blank"">查看</a>"
西南大学,统考,(702)西南大学广东顺德“智能产业工程师计划”联合培养项目,(085212)(专业学位)软件工程,(02)软件工程师,"<ahref=""/zsml/kskm.jsp?id=1063521702085212021""target=""_blank"">查看</a>"
西南大学,统考,(702)西南大学广东顺德“智能产业工程师计划”联合培养项目,(085212)(专业学位)软件工程,(03)用户体验工程师,"<ahref=""/zsml/kskm.jsp?id=1063521702085212031""target=""_blank"">查看</a>"
西南大学,统考,(703)西南大学百度“大数据与人工智能卓越人才”研究生联合培养项目,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1063521703085212001""target=""_blank"">查看</a>"
西南大学,统考,(321)计算机与信息科学学院·软件学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1063521321085211001""target=""_blank"">查看</a>"
西南大学,统考,(702)西南大学广东顺德“智能产业工程师计划”联合培养项目,(085211)(专业学位)计算机技术,(01)嵌入式系统工程师,"<ahref=""/zsml/kskm.jsp?id=1063521702085211011""target=""_blank"">查看</a>"
西南大学,统考,(702)西南大学广东顺德“智能产业工程师计划”联合培养项目,(085211)(专业学位)计算机技术,(02)软件工程师,"<ahref=""/zsml/kskm.jsp?id=1063521702085211021""target=""_blank"">查看</a>"
西南大学,统考,(702)西南大学广东顺德“智能产业工程师计划”联合培养项目,(085211)(专业学位)计算机技术,(03)用户体验工程师,"<ahref=""/zsml/kskm.jsp?id=1063521702085211031""target=""_blank"">查看</a>"
西南大学,统考,(703)西南大学百度“大数据与人工智能卓越人才”研究生联合培养项目,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1063521703085211001""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085212)(专业学位)软件工程,(01)软件工程技术,"<ahref=""/zsml/kskm.jsp?id=1061021304085212011""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085212)(专业学位)软件工程,(02)云计算技术和应用,"<ahref=""/zsml/kskm.jsp?id=1061021304085212021""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085212)(专业学位)软件工程,(03)计算机视觉与图像处理,"<ahref=""/zsml/kskm.jsp?id=1061021304085212031""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085212)(专业学位)软件工程,(04)数字医学,"<ahref=""/zsml/kskm.jsp?id=1061021304085212041""target=""_blank"">查看</a>"
四川大学,统考,(604)视觉合成图形图像技术国防重点学科实验室,(085212)(专业学位)软件工程,(01)软件工程技术,"<ahref=""/zsml/kskm.jsp?id=1061021604085212011""target=""_blank"">查看</a>"
四川大学,统考,(604)视觉合成图形图像技术国防重点学科实验室,(085212)(专业学位)软件工程,(02)计算机视觉与图像处理,"<ahref=""/zsml/kskm.jsp?id=1061021604085212021""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085211)(专业学位)计算机技术,(01)可视分析/虚拟现实,"<ahref=""/zsml/kskm.jsp?id=1061021304085211011""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085211)(专业学位)计算机技术,(02)计算语言学/数据库与知识工程,"<ahref=""/zsml/kskm.jsp?id=1061021304085211021""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085211)(专业学位)计算机技术,(03)分布式处理与网络计算,"<ahref=""/zsml/kskm.jsp?id=1061021304085211031""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085211)(专业学位)计算机技术,(04)计算机视觉与图像处理,"<ahref=""/zsml/kskm.jsp?id=1061021304085211041""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085211)(专业学位)计算机技术,(05)图象处理与合成,"<ahref=""/zsml/kskm.jsp?id=1061021304085211051""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085211)(专业学位)计算机技术,(06)信息融合与图象处理,"<ahref=""/zsml/kskm.jsp?id=1061021304085211061""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085211)(专业学位)计算机技术,(07)智能信息处理,"<ahref=""/zsml/kskm.jsp?id=1061021304085211071""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085211)(专业学位)计算机技术,(08)嵌入式系统与个人大数据,"<ahref=""/zsml/kskm.jsp?id=1061021304085211081""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085211)(专业学位)计算机技术,(09)软件自动化测试,"<ahref=""/zsml/kskm.jsp?id=1061021304085211091""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085211)(专业学位)计算机技术,(10)机器智能,"<ahref=""/zsml/kskm.jsp?id=1061021304085211101""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085211)(专业学位)计算机技术,(11)人机交互与数字娱乐技术,"<ahref=""/zsml/kskm.jsp?id=1061021304085211111""target=""_blank"">查看</a>"
四川大学,统考,(304)计算机学院,(085211)(专业学位)计算机技术,(12)数据挖掘与生物信息学,"<ahref=""/zsml/kskm.jsp?id=1061021304085211121""target=""_blank"">查看</a>"
四川大学,统考,(604)视觉合成图形图像技术国防重点学科实验室,(085211)(专业学位)计算机技术,(01)计算机视觉与图像处理,"<ahref=""/zsml/kskm.jsp?id=1061021604085211011""target=""_blank"">查看</a>"
四川大学,统考,(604)视觉合成图形图像技术国防重点学科实验室,(085211)(专业学位)计算机技术,(02)图象处理与合成,"<ahref=""/zsml/kskm.jsp?id=1061021604085211021""target=""_blank"">查看</a>"
四川大学,统考,(604)视觉合成图形图像技术国防重点学科实验室,(085211)(专业学位)计算机技术,(03)信息融合与图象处理,"<ahref=""/zsml/kskm.jsp?id=1061021604085211031""target=""_blank"">查看</a>"
四川大学,统考,(604)视觉合成图形图像技术国防重点学科实验室,(085211)(专业学位)计算机技术,(04)智能信息处理,"<ahref=""/zsml/kskm.jsp?id=1061021604085211041""target=""_blank"">查看</a>"
四川大学,统考,(624)网络空间安全学院/网络空间安全研究院,(085211)(专业学位)计算机技术,(01)网络空间安全,"<ahref=""/zsml/kskm.jsp?id=1061021624085211011""target=""_blank"">查看</a>"
西南交通大学,统考,(004)信息科学与技术学院,(085212)(专业学位)软件工程,(01)云服务平台技术与系统,"<ahref=""/zsml/kskm.jsp?id=1061321004085212011""target=""_blank"">查看</a>"
西南交通大学,统考,(004)信息科学与技术学院,(085212)(专业学位)软件工程,(02)大数据分析与应用,"<ahref=""/zsml/kskm.jsp?id=1061321004085212021""target=""_blank"">查看</a>"
西南交通大学,统考,(004)信息科学与技术学院,(085212)(专业学位)软件工程,(03)智能软件系统,"<ahref=""/zsml/kskm.jsp?id=1061321004085212031""target=""_blank"">查看</a>"
西南交通大学,统考,(004)信息科学与技术学院,(085212)(专业学位)软件工程,(04)软件测试与分析,"<ahref=""/zsml/kskm.jsp?id=1061321004085212041""target=""_blank"">查看</a>"
西南交通大学,统考,(004)信息科学与技术学院,(085212)(专业学位)软件工程,(05)计算机视觉与虚拟现实,"<ahref=""/zsml/kskm.jsp?id=1061321004085212051""target=""_blank"">查看</a>"
西南交通大学,统考,(004)信息科学与技术学院,(085211)(专业学位)计算机技术,(01)产业链信息化技术与系统,"<ahref=""/zsml/kskm.jsp?id=1061321004085211011""target=""_blank"">查看</a>"
西南交通大学,统考,(004)信息科学与技术学院,(085211)(专业学位)计算机技术,(02)大数据与云计算技术,"<ahref=""/zsml/kskm.jsp?id=1061321004085211021""target=""_blank"">查看</a>"
西南交通大学,统考,(004)信息科学与技术学院,(085211)(专业学位)计算机技术,(03)人工智能与机器学习技术,"<ahref=""/zsml/kskm.jsp?id=1061321004085211031""target=""_blank"">查看</a>"
西南交通大学,统考,(004)信息科学与技术学院,(085211)(专业学位)计算机技术,(04)计算机网络与嵌入式系统,"<ahref=""/zsml/kskm.jsp?id=1061321004085211041""target=""_blank"">查看</a>"
西南交通大学,统考,(004)信息科学与技术学院,(085211)(专业学位)计算机技术,(05)计算机视觉与虚拟现实,"<ahref=""/zsml/kskm.jsp?id=1061321004085211051""target=""_blank"">查看</a>"
电子科技大学,统考,(009)信息与软件工程学院,(085212)(专业学位)软件工程,(01)软件理论,"<ahref=""/zsml/kskm.jsp?id=1061421009085212011""target=""_blank"">查看</a>"
电子科技大学,统考,(009)信息与软件工程学院,(085212)(专业学位)软件工程,(02)网络安全与网络工程,"<ahref=""/zsml/kskm.jsp?id=1061421009085212021""target=""_blank"">查看</a>"
电子科技大学,统考,(009)信息与软件工程学院,(085212)(专业学位)软件工程,(03)嵌入式软件技术与应用,"<ahref=""/zsml/kskm.jsp?id=1061421009085212031""target=""_blank"">查看</a>"
电子科技大学,统考,(009)信息与软件工程学院,(085212)(专业学位)软件工程,(04)数字信息处理,"<ahref=""/zsml/kskm.jsp?id=1061421009085212041""target=""_blank"">查看</a>"
电子科技大学,统考,(009)信息与软件工程学院,(085212)(专业学位)软件工程,(05)云计算与大数据,"<ahref=""/zsml/kskm.jsp?id=1061421009085212051""target=""_blank"">查看</a>"
电子科技大学,统考,(009)信息与软件工程学院,(085212)(专业学位)软件工程,(06)智能计算,"<ahref=""/zsml/kskm.jsp?id=1061421009085212061""target=""_blank"">查看</a>"
电子科技大学,统考,(008)计算机科学与工程学院,(085211)(专业学位)计算机技术,(01)计算机网络与通信,"<ahref=""/zsml/kskm.jsp?id=1061421008085211011""target=""_blank"">查看</a>"
电子科技大学,统考,(008)计算机科学与工程学院,(085211)(专业学位)计算机技术,(02)云计算与大数据处理,"<ahref=""/zsml/kskm.jsp?id=1061421008085211021""target=""_blank"">查看</a>"
电子科技大学,统考,(008)计算机科学与工程学院,(085211)(专业学位)计算机技术,(03)嵌入式系统及应用,"<ahref=""/zsml/kskm.jsp?id=1061421008085211031""target=""_blank"">查看</a>"
电子科技大学,统考,(008)计算机科学与工程学院,(085211)(专业学位)计算机技术,(04)网络与信息安全,"<ahref=""/zsml/kskm.jsp?id=1061421008085211041""target=""_blank"">查看</a>"
电子科技大学,统考,(008)计算机科学与工程学院,(085211)(专业学位)计算机技术,(05)数字媒体技术,"<ahref=""/zsml/kskm.jsp?id=1061421008085211051""target=""_blank"">查看</a>"
电子科技大学,统考,(008)计算机科学与工程学院,(085211)(专业学位)计算机技术,(06)智能技术与应用,"<ahref=""/zsml/kskm.jsp?id=1061421008085211061""target=""_blank"">查看</a>"
电子科技大学,统考,(023)电子科学技术研究院,(085211)(专业学位)计算机技术,(01)计算机网络与通信,"<ahref=""/zsml/kskm.jsp?id=1061421023085211011""target=""_blank"">查看</a>"
电子科技大学,统考,(023)电子科学技术研究院,(085211)(专业学位)计算机技术,(02)云计算与大数据处理,"<ahref=""/zsml/kskm.jsp?id=1061421023085211021""target=""_blank"">查看</a>"
电子科技大学,统考,(023)电子科学技术研究院,(085211)(专业学位)计算机技术,(03)嵌入式系统及应用,"<ahref=""/zsml/kskm.jsp?id=1061421023085211031""target=""_blank"">查看</a>"
电子科技大学,统考,(023)电子科学技术研究院,(085211)(专业学位)计算机技术,(04)网络与信息安全,"<ahref=""/zsml/kskm.jsp?id=1061421023085211041""target=""_blank"">查看</a>"
电子科技大学,统考,(023)电子科学技术研究院,(085211)(专业学位)计算机技术,(05)数字媒体技术,"<ahref=""/zsml/kskm.jsp?id=1061421023085211051""target=""_blank"">查看</a>"
电子科技大学,统考,(023)电子科学技术研究院,(085211)(专业学位)计算机技术,(06)智能技术与应用,"<ahref=""/zsml/kskm.jsp?id=1061421023085211061""target=""_blank"">查看</a>"
贵州大学,统考,(116)计算机科学与技术学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1065721116085212001""target=""_blank"">查看</a>"
贵州大学,统考,(116)计算机科学与技术学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1065721116085211001""target=""_blank"">查看</a>"
云南大学,统考,(019)软件学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1067321019085212001""target=""_blank"">查看</a>"
云南大学,单考,(019)软件学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1067323019085212001""target=""_blank"">查看</a>"
云南大学,统考,(015)信息学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1067321015085211001""target=""_blank"">查看</a>"
云南大学,单考,(015)信息学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1067323015085211001""target=""_blank"">查看</a>"
西北大学,统考,(024)信息科学与技术学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1069721024085212001""target=""_blank"">查看</a>"
西北大学,统考,(025)现代教育技术中心,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1069721025085212001""target=""_blank"">查看</a>"
西安交通大学,统考,(011)软件学院,(085212)(专业学位)软件工程,(01)软件工程（软件工程）,"<ahref=""/zsml/kskm.jsp?id=1069821011085212011""target=""_blank"">查看</a>"
西安交通大学,统考,(011)软件学院,(085212)(专业学位)软件工程,(02)软件工程（大数据）,"<ahref=""/zsml/kskm.jsp?id=1069821011085212021""target=""_blank"">查看</a>"
西安交通大学,统考,(011)软件学院,(085212)(专业学位)软件工程,(03)软件工程（智能系统）,"<ahref=""/zsml/kskm.jsp?id=1069821011085212031""target=""_blank"">查看</a>"
西安交通大学,统考,(011)软件学院,(085212)(专业学位)软件工程,(04)软件工程（集成电路）,"<ahref=""/zsml/kskm.jsp?id=1069821011085212041""target=""_blank"">查看</a>"
西安交通大学,统考,(011)软件学院,(085212)(专业学位)软件工程,(05)软件工程（移动云计算）,"<ahref=""/zsml/kskm.jsp?id=1069821011085212051""target=""_blank"">查看</a>"
西安交通大学,统考,(005)电子与信息工程学院,(085211)(专业学位)计算机技术,(01)计算机,"<ahref=""/zsml/kskm.jsp?id=1069821005085211011""target=""_blank"">查看</a>"
西北工业大学,统考,(014)软件与微电子学院,(085212)(专业学位)软件工程,(01)软件工程过程与方法,"<ahref=""/zsml/kskm.jsp?id=1069921014085212011""target=""_blank"">查看</a>"
西北工业大学,统考,(014)软件与微电子学院,(085212)(专业学位)软件工程,(02)数字媒体技术,"<ahref=""/zsml/kskm.jsp?id=1069921014085212021""target=""_blank"">查看</a>"
西北工业大学,统考,(014)软件与微电子学院,(085212)(专业学位)软件工程,(03)领域软件与复杂系统,"<ahref=""/zsml/kskm.jsp?id=1069921014085212031""target=""_blank"">查看</a>"
西北工业大学,统考,(014)软件与微电子学院,(085212)(专业学位)软件工程,(04)软件评测、质量保障及维护技术,"<ahref=""/zsml/kskm.jsp?id=1069921014085212041""target=""_blank"">查看</a>"
西北工业大学,统考,(014)软件与微电子学院,(085212)(专业学位)软件工程,(05)服务工程与信息化技术,"<ahref=""/zsml/kskm.jsp?id=1069921014085212051""target=""_blank"">查看</a>"
西北工业大学,统考,(014)软件与微电子学院,(085212)(专业学位)软件工程,(06)嵌入式系统开发与应用,"<ahref=""/zsml/kskm.jsp?id=1069921014085212061""target=""_blank"">查看</a>"
西北工业大学,统考,(014)软件与微电子学院,(085212)(专业学位)软件工程,(07)软件工程IC方向,"<ahref=""/zsml/kskm.jsp?id=1069921014085212071""target=""_blank"">查看</a>"
西北工业大学,单考,(014)软件与微电子学院,(085212)(专业学位)软件工程,(01)软件工程过程与方法,"<ahref=""/zsml/kskm.jsp?id=1069923014085212011""target=""_blank"">查看</a>"
西北工业大学,单考,(014)软件与微电子学院,(085212)(专业学位)软件工程,(02)数字媒体技术,"<ahref=""/zsml/kskm.jsp?id=1069923014085212021""target=""_blank"">查看</a>"
西北工业大学,单考,(014)软件与微电子学院,(085212)(专业学位)软件工程,(03)领域软件与复杂系统,"<ahref=""/zsml/kskm.jsp?id=1069923014085212031""target=""_blank"">查看</a>"
西北工业大学,单考,(014)软件与微电子学院,(085212)(专业学位)软件工程,(04)软件评测、质量保障及维护技术,"<ahref=""/zsml/kskm.jsp?id=1069923014085212041""target=""_blank"">查看</a>"
西北工业大学,单考,(014)软件与微电子学院,(085212)(专业学位)软件工程,(05)服务工程与信息化技术,"<ahref=""/zsml/kskm.jsp?id=1069923014085212051""target=""_blank"">查看</a>"
西北工业大学,单考,(014)软件与微电子学院,(085212)(专业学位)软件工程,(06)嵌入式系统开发与应用,"<ahref=""/zsml/kskm.jsp?id=1069923014085212061""target=""_blank"">查看</a>"
西北工业大学,单考,(014)软件与微电子学院,(085212)(专业学位)软件工程,(07)软件工程IC方向,"<ahref=""/zsml/kskm.jsp?id=1069923014085212071""target=""_blank"">查看</a>"
西北工业大学,统考,(010)计算机学院,(085211)(专业学位)计算机技术,(01)计算机系统结构,"<ahref=""/zsml/kskm.jsp?id=1069921010085211011""target=""_blank"">查看</a>"
西北工业大学,统考,(010)计算机学院,(085211)(专业学位)计算机技术,(02)计算机软件与理论,"<ahref=""/zsml/kskm.jsp?id=1069921010085211021""target=""_blank"">查看</a>"
西北工业大学,统考,(010)计算机学院,(085211)(专业学位)计算机技术,(03)计算机应用技术,"<ahref=""/zsml/kskm.jsp?id=1069921010085211031""target=""_blank"">查看</a>"
西北工业大学,统考,(010)计算机学院,(085211)(专业学位)计算机技术,(04)网络与信息安全,"<ahref=""/zsml/kskm.jsp?id=1069921010085211041""target=""_blank"">查看</a>"
西北工业大学,单考,(010)计算机学院,(085211)(专业学位)计算机技术,(01)计算机系统结构,"<ahref=""/zsml/kskm.jsp?id=1069923010085211011""target=""_blank"">查看</a>"
西北工业大学,单考,(010)计算机学院,(085211)(专业学位)计算机技术,(02)计算机软件与理论,"<ahref=""/zsml/kskm.jsp?id=1069923010085211021""target=""_blank"">查看</a>"
西北工业大学,单考,(010)计算机学院,(085211)(专业学位)计算机技术,(03)计算机应用技术,"<ahref=""/zsml/kskm.jsp?id=1069923010085211031""target=""_blank"">查看</a>"
西北工业大学,单考,(010)计算机学院,(085211)(专业学位)计算机技术,(04)网络与信息安全,"<ahref=""/zsml/kskm.jsp?id=1069923010085211041""target=""_blank"">查看</a>"
